Cells,BACH2(+),BCL6(+),EGR1(+),FOSB(+),FOXO1(+),FOXP1(+),IKZF1(+),IRF4(+),IRF8(+),JUN(+),JUNB(+),MYC(+),PAX5(+),PRDM1(+),RUNX3(+),STAT1(+),STAT3(+),STAT4(+),STAT5A(+),TBX21(+)
12726333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
12727029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
12728882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
12730943,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
12733510,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
12735721,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1
12737466,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
12739396,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
12741163,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
12742908,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
12745226,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
12747015,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0
12747965,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1
12750278,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
12751048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
12752462,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
12759523,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
12761055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
12761079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
12763079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
12766549,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
12767505,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
12770408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
12772995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
12773324,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
12775279,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
12778949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
12780409,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
12780998,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,1
12782250,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
12784428,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0
12785150,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
12788285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
12792900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
12794257,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
12797246,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0
12800187,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0
12800596,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,1,0
12801676,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
12804485,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
12805187,0,0,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1
12806422,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
12812350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
12814652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
12817997,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
12818146,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
12819355,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
12819507,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
12824612,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
12834883,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0
12841321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
12842261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
12843246,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
12843393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
12843915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
12845395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
12850374,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
12850761,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
12852499,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
12853895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
12856552,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,1,0,0,1,0
12857150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
12859295,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
12864115,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
12866951,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
12867177,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
12870842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
12871608,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
12873145,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
12874760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
12876512,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
12877730,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
12878700,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0
12879018,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
12880724,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12881285,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
12883874,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
12885326,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
12886307,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1
12886964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
12889670,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
12890935,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0
12895435,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
12899371,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0
12900016,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
12900096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
12902597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
12905804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
12910872,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
12913629,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0
12916313,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1
12917340,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
12919985,0,0,0,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
12924419,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1
12924939,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0,1,1
12934396,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
12935786,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
12936344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
12939466,1,0,1,0,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0
12941278,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
12942766,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0
12944466,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0
12952499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
12953249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
12955185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
12957401,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
12959396,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0
12962199,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
12963303,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
12968036,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0
12978242,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
12978889,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0
12978971,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
12980116,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
12981208,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
12983088,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0
12983229,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
12987343,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,1
12987477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
12988506,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
12992378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
12993394,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
13000793,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
13001504,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
13002262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
13007165,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
13007690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
13009430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
13010515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
13010665,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
13011132,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,1,0
13019617,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
13022578,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
13023283,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
13025093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
13026648,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1,1
13037772,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0
13039662,1,0,1,1,1,0,1,0,0,1,1,1,1,0,0,1,0,0,1,0
13044802,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
13049926,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,1,0,0,1,0
13050355,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
13050999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
13053212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
13053635,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
13054493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
13055181,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
13059417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
13062616,0,0,1,1,1,0,1,0,0,1,1,1,1,0,0,1,0,0,1,0
13062684,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
13063403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
13063480,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
13063874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
13065360,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0
13066895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
13067905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
13071950,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
13072584,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
13076084,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1
13078693,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
13079036,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
13079374,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
13079568,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
13080603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
13081468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
13082093,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
13082348,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
13083799,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
13084251,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1
13084570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
13084704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
13084722,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
13084901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
13102772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
13106196,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
13106302,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0
13109706,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
13110088,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
13115677,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
13117255,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
13118865,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,1,0,0,1,0
13119386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
13121215,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
13121756,1,0,0,0,0,1,1,0,0,1,1,1,0,0,0,1,0,0,1,0
13122675,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
13125219,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
13128269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
13132906,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
13136730,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
13140927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
13143171,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
13144442,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
13145176,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
13145601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
13150687,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13150979,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
13156137,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0
13156661,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
13157736,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
13158280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
13158360,0,0,0,0,1,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1
13166995,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
13169138,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
13170225,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
13171469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
13172039,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
13175150,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
13177270,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
13177278,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
13177926,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
13179711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
13186521,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
13190084,1,0,0,0,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0
13190281,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1
13193246,1,0,0,0,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0
13196435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
13196526,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
13199261,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
13204896,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
13205243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
13205525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
13206431,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
13213364,1,0,0,0,1,0,1,0,0,1,1,1,0,0,0,1,0,0,1,0
13213641,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
13214963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
13216563,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
13217081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
13218493,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
13227098,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
13228518,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
13231591,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
13234926,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
13235281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
13241135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
13241246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
13250528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
13250858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
13254034,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0
13257144,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
13257422,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
13259405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
13260640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
13261330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
13262215,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
13262216,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
13262299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
13269446,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
13269458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
13272604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
13275664,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0
13278498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
13278916,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
13279938,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
13285106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
13286783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
13287052,0,0,0,0,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,1
13287715,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
13290837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
13293843,0,0,1,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0
13294451,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0
13294579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
13296081,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
13296151,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0
13299134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
13304037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
13305961,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
13308399,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
13312210,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0
13313395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
13316210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
13321179,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
13321271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
13325107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
13325298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
13325691,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
13331932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
13332048,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
13334928,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
13335571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
13336829,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0
13337091,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
13338196,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
13338882,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0
13339650,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
13340106,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
13342442,1,0,1,1,1,0,1,0,0,1,1,1,1,0,0,1,0,0,1,0
13343303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
13343537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
13347820,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
13352674,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
13353225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
13353965,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
13357336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
13358734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
13362922,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
13373307,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
13377461,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0
13377658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
13379837,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
13395488,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
13395746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
13396044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
13397707,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
13398335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
13400023,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1
13400381,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
13404539,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
13410084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
13412263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
13413244,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0
13416028,1,0,0,0,1,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0
13418642,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
13425809,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0
13436780,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
13436906,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
